text,label
mêmes foutent patrimoine déclaré planqué prête noms comme pensent multi milliardaire ne pas utilisé famille planquer milliards paradis fiscaux immobilier merci blague 🤣 😭,neu
commencé campagne parce là crois lui reste trois heures typique branleurs facilités hein attendre dernier moment mettre coup collier revoir tout programme veille jour,neu
allez voir grands parents votent demain dites dimanche matin cas contact vaut mieux ne pas aller contaminer gens bureau vote,neu
boîte dire ne aime pas politique mr respecte temps président ne voterais pas p,pos
pourquoi telle aversion immobilier propriétaires,neu
nombreux français encore indécis quant vote dimanche également longtemps cas soir décidé rester fidèle famille politique convictions voterai donc anne programme porteur justice sociale,pos
parler lui parle mieux 🤢,neg
gauche plus profond moi duel mortifère ne veux pas dimanche vote ira première fois histoire donner chance valeurs sociales écologistes figurer second tour,neg
tjrs voté ans intéresse chose voilà quelque âge dont ère fois explique insistance comment sortir détecter vilains toussa impression être prostituée conseillée rosière choix capote 🤣,neu
parti tellement extrême pourrait faire passer gauchiste,neg
soutiens programme capable rassembler peuple soutenez aussi candidature site,pos
battrai reconquête notre identité reconquête notre prospérité reconquête notre puissance notre sérénité notre pays,pos
fait collègue dit mmour faut absolument pas passent genre comparé mmour ptdr bref,neu
votez petit dessin discord insoumis,neu
fin session plénière 🇺 🇦 vote soutien demande embargo énergie russe absence notable eurodéputés associés 😡 🙋‍♀ ️ réduction écarts rémunération entre 🚺 🚹 🛢 réserves gaz hiver prochain,neg
oui crois compris voisin deuxième demandé voter lui temps allez voter,neu
candidat malentendant moque explications,neu
fonction résultat dernier vote moi passe perte totale confiance système système rend possible pillage fonds publics privatisation état corruption,neg
comme lu abstention favorise certains candidats conseillé amphi aller voter,neu
chers amis français plaît ne devenez pas risée mondiale financée comme grande bretagne,neu
elle voit déjà mari démissionnera habiter elysée 🤣 😳 nana totalement hors sol vp hé ho vu sondages plus marge erreur exit poulette va remercier potes barrés ciotti wauquiez,neg
championne grand écart économique,neu
ça clc pendant ans aller voter open bar vaccinés pas vaccinés masque pas masque pas,neu
bon banalisé week end pro aller stade charlety alors intérêt tous voter gars,neu
envie presenter elections,neu
gens vont voter lieu,neu
car persuadé e 🗳 ️ dimanche bulletin vote permet espérer nouveau ✊ hasta victoria siempre,pos
offrir 😇 😇,pos
ben voilà heure souhaiter bon week end ne pas publier aller voter dimanche ici là participez jeu concours coquin humour marque,neu
voter,neu
vote seul candidat non vacciné bat français depuis début,pos
vive conflit intérêt sous régime,neg
tout long cette période campagne détermination fierté militants ssd mobilisés réélection candidat ➡ ️ tous déterminés réélire notre candidat,neu
🗳 🇨 🇵 présidentielles ancienne députée activiste réjouit initiative encourage leadership femmes politique,pos
comprends pas pourquoi tout monde rigole quand dis vais voter dimanche,neu
écoutez tonton allez voter dimanche 💌,pos
électeurs 🇫 🇷 ⚜ ️ 😍 ne oubliez pas dimanche inscrire grand dos bulletin signature montrer énorme soutient 💪 💪 💪,pos
convaincu toute famille voulait voter voteront,neu
aujourde hui partage vote vidéo ceux disent prenez soin mûrir décision terme justice sociale pouvoir achat chaque candidat,neu
tweeter actuellement votez vote for the win mélenchooooon,pos
desinformation totale etc pas mot appels voter jour depute appels ete faveur autre boucle dégoût,neu
top story sondage bfmtv désormais coude coude deux tours see more,neu
sinon validisme présidentiel indignité mr malentendants plus généralement handicapés êtres inférieurs serviez rabaisser amis candidats,neu
ne comprends pas français votent encore pr ça pas suffit ans gj baisse apl sort étudiants gestion catastrophique pandémie réforme chômage ↗ ️ pauvreté fermetures lits ds hopitaux restriction libertés,neu
voter rend beau sachez,neu
propagande 😍 😍 😍 moniteur vote,pos
chose sûre français ne veulent plus équipe plus crédible responsables mort colonna car ministre justice abonné absence va devoir rendre comptes justice aussi devra passer justice,neg
terme campagne incroyablement creuse déplacerai dimanche seul candidat conviction seul défende france vote utile voter idées,pos
pecresse dire voile soumission non musulmans savent faux faites taire,neg
dimanche vote surtout ne loupe pas 👉 ​ ​ ​ avril kora jazz trio concert ​ ​ 👉 avril vaiteani concert,neu
peut dire quelque chose intelligent soir histoire récupérer quelques votes deux doigts aller meeting rn prêcher parole diable,neg
après élections faut porter plainte demander sanctions hauteur génocide video voir urgence déclaration hallucinante cardiologue devilleger julien effets secondaires vaccin anti,neg
plus déterminé états souvent cas parlement européen voté hier résolution laquelle prononce embargo total immédiat importations russes gaz pétrole charbon,neu
avant voter quelques pensées ci là,neu
algerie pas cedeao francafrique pays africains encore larbins état français vive armée algérienne armée malienne mali aussi voter contre tous africa united net kemi seba commencer pays cedeao,neu
comment promouvoir reconquête comment réfuter mensonges déformations adversaires interview inédite menée mike borowski déjà plus vues quelques minutes après fin partagez massivement,pos
vraiment espoir bien bien voté,pos
polémiste extrême droite jure ne avoir pas entendu cause … ” ca rend sourd ” dit lui karma cruel politique,neu
abstentionnistes obtus invétérés faites effort aller voter lassale renvoyer limbes moins rigole tous soir,neu
allez voter dimanche 🤞 peut importe choisissez allez,neg
belle équipe berger réunie cette fin campagne 🚀 🚀 🚀 🇫 🇷 avril vote,pos
pourquoi près demain vais voter parce ans ça suffit parce ans socialisme ça suffit parce ans inaptocratie ça suffit parce depuis ans corrompus place france assez,neg
ne sais pas vais voter sais déjà ne voterai pas,neu
démocratie élections premier plus simple modes action voter acte citoyenneté moyen faire fonctionner démocratie protéger nos libertés dimanche voterai dimanche votons,pos
honnêteté dire soutenez candidat cette émission tous jours émission pro macroniste suffit lire tweets entendre elle ne plus intérêt elle ne doxa,pos
parle pas beaucoup trouve alors suivi beaucoup jeunes voulez voter pas ouf démocratie pouvez mettre bulletins urne ème comptera second tour ça évite devoir déplacer fois,neu
prepare fois encore manipuler elections dissolvant assemblee apres election empeche tte possibilite debat apres voudra manipuler constitution puis instaurera vote electronique correspondance,neu
allez voter seulement candidats favoris,neu
dimanche heureux fière après eme élections présidentielles puisse enfin mettre vote quel résultats superbe campagne pleine joie bonne humeur,neu
dimanche vote ⁦ ⁩,pos
championne contradictions,neg
parce abstention autre vote criminel ne pas obligé être accord tout programme seul puisse sauver nombre français misère laisser entrevoir lueur face catastrophe climatique,neu
comment gens autres pays trop investis élections françaises ca fume 🤣,neu
ca choque moins autres puisse scander passe choses doivent etre jugees sous pretexte,neg
trop envie envoyer rejoindre cher o surprise ne manque pas bien contraire 😂,neu
meuf connais va voter pr juste parce beau parle sérieux 😅 😅,neu
évidemment jamais sans vote victoire première,neu
mtn quand dit quoi ça répond plus feur ça répond vote,neu
élection peut elle être invalidée professions foi ne arrivent pas temps,neu
chaud 😉 premier tour second,neu
français nouvelle angleterre venez voter demain samedi er tour élection électeurs inscrits près 🎯 merci équipe inscriptions amp procurations depuis janvier,neu
ne pas voter voter veut cantines gratuites smic payer moins impôts retraite ans nos vieux plumer riches impôt fortune travailler h ceux tafs rudes faite pas cons votez,neu
voterai séduit cette jeunesse droite conscience elle fragilité france,pos
président sans majorité députés ne quasiment aucun moyen gouverner élections législatives va prendre nouvelle déculottée battu président potiche,neu
attendez là ye vague influenceurs appellent voter ouf appel candidat sens,neu
dimanche voulez france europe plus indépendantes progrès quotidien voulez bâtir avenir meilleur notre pays nos enfants ne seul choix seul bulletin,neu
propagande espère faites pas acteurs tout cas,neg
genre message 😍 🇫 🇷 va faire ne lâchez rien ne hésitez pas votez 🗳,pos
parce avoir choix parmi plusieurs candidats chance parce avoir possibilité choisir gouvernants chance parce pouvoir exprimer vote libre chance notamment trois raisons dimanche vote 🗳,neu
fait gens gauche vont pas voter juste gens assument pas avoir envie voter attendent nd tour être légitime leurs idées droites,neu
va falloir explique comment peut être gauche voter retraite ans alors elle ans vote gauche retraite ans éléphants devenu fou,neg
juge sage décision ne pas donner consigne vote elle ne accède pas second tour,neu
… enfin heures clôture er tour présidentielles alain duhamel exprime éventuelle élection entraînerait démocratie comprenant nombreuses pertes libertés … temps médias corrigent leurs mania …,neu
après longues hésitations moi voté toute vie voterai dimanche ne vois pas autre solution faire barrage extrême droite er tour,pos
